수집날짜,뉴스 보도 날짜,수집국가,제목,내용,링크,언론사
2025-12-19 17:34:28,"Fri, 19 Dec 2025 07:02:52 +0000",Unknown,Tokyo's Shibuya Ward adding new anti-littering fines; will require more trash cans too,"By Casey Baseel, SoraNews24

Tokyo’s Shibuya neighborhood is one of the most popular, and crowded, parts of the city. In particular the part of the district that stretches from Shibuya Station, across the world-famous Shibuya Scramble intersection, down the Center-gai shopping street, and into the shops, restaurants, and pubs along the way and the roads that branch off from it, is packed with sightseers on pretty much any day or night of the week.

Shibuya has gotten especially crowded since the end of the COVID pandemic and its associated travel restrictions, becoming a top destination for the foreign tourists streaming into Japan. But while there’s a lot to see and do in Shibuya, recently there’s also been a lot more trash on the streets too, and so the government has announced that it’s adding some teeth to local ordinances, with a new fine for littering officially approved and scheduled to go into effect.

The Shibuya Ward assembly began formally discussing the proposed changes last week, and they were approved on Thursday. Though the areas around Shibuya and Harajuku stations have had the worst increases in litter in recent years, the ban will be enforceable anywhere in Shibuya Ward, a sizable part of downtown Tokyo that also includes the neighborhoods of Ebisu, Yoyogi, and some parts of the city that even many locals aren’t aware of being within the ward, such as the Shinjuku Takashimaya department store complex.

Under the new ordinance, anyone caught littering will be required to pay a fine of 2,000 yen. Shibuya Ward says that the ban will be enforced 24 hours a day by patrolling officials, though it hasn’t specified if there’ll be a team of dedicated anti-litter agents or if enforcement will be added to the responsibilities of civil servants in general who’re out in the field. Payment must be made in cash or using e-money systems, with the latter format suggesting that violators might be required to pay their fines on the spot.

Image: Pakutaso

Also passed by the Shibuya Ward assembly is a new ordinance requiring operators of convenience stores and cafes to install public trash cans (“cafes” in this case ostensibly referring to establishments that offer drinks and food as to-go items, not eat-in only restaurants with menus limited to light fare). This ordinance will be in place only for certain designated sections of Shibuya, such as around Shibuya Station, and failure to comply will result in a 50,000-yen fine for the business operator.

Psychologically, there’s an argument that can be made that once a price is set for it, some people might see a fine as more of an optional service fee they can pay in lieu of following the rules. In addition, if the Shibuya Ward government is attempting to influence the behavior of foreign tourists, a potential 2,000-yen hit might not be enough to stop the lazy and mannerless ones from littering, given how weak the yen is against foreign currencies. On the other hand, not all the trash in Shibuya comes from foreign tourists, and 2,000 yen still feels like a lot to Japanese locals. There’s also the question of whether the requirement for more trash cans in some parts of the ward, but fines for littering in all of it, will create a sense of entitlement that the trash can requirement be expanded throughout the ward as well.

All that said, stern warnings haven’t been doing the trick of keeping Shibuya clean, and hopefully these new rules will result in more trash in proper receptacles or taken home, not left on the streets.

The new ordinances will go into effect on June 1.

Source: Teleasa News via Yahoo! Japan News

Read more stories from SoraNews24.

-- Tokyo considering law requiring more trash cans following litter increase in heavily touristed area

-- Kyoto merchants want city to install more trash cans to fight litter in historic neighborhood

-- Tokyo’s Shibuya proposing year-round public drinking ban, would be first in Japan’s capital

External Link

https://soranews24.com/2025/12/19/tokyo-adding-new-anti-littering-fines-in-shibuya-and-harajuku-will-require-more-trash-cans-too/

© SoraNews24",https://japantoday.com/category/national/tokyo%27s-shibuya-ward-adding-new-anti-littering-fines-will-require-more-trash-cans-too,Japan Today
2025-12-19 17:34:29,"Fri, 19 Dec 2025 07:04:02 +0000",Unknown,Japanese actor Shimizu given suspended term for marijuana possession,"Japanese actor Hiroya Shimizu, known for his role in the ""Tokyo Revengers"" movie series, was sentenced Friday to one year in prison, suspended for three years, for possessing marijuana.

In handing down the ruling, the Tokyo District Court said the 26-year-old had repeatedly obtained marijuana from dealers and had been using it frequently, noting that Shimizu was ""becoming dependent on it"" and that ""his criminal responsibility is not light.""

At the same time, Judge Shoji Miyata gave Shimizu the suspended term as the actor has been making efforts toward rehabilitation, including participating in a self-help group.

According to the ruling, Shimizu was in possession of 0.392 gram of marijuana at his home in Tokyo on Sept 3.

During the trial, the prosecutors said Shimizu first used marijuana at a house party hosted by a friend while studying at a language school in the United States and, after returning to Japan, asked an acquaintance to buy an amount from a dealer.

Shimizu told the court that he used marijuana to ""relieve stress and relax.""

Shimizu appeared in the live-action adaptation of the ""Tokyo Revengers"" hit manga series, featuring time travel and a gang of Japanese youths. He was also cast in ""Chihayafuru"" films based on a comic book focused on traditional Japanese card game players.

© KYODO",https://japantoday.com/category/crime/japanese-actor-shimizu-given-suspended-term-for-marijuana-possession,Japan Today
2025-12-19 17:34:30,"Fri, 19 Dec 2025 07:03:11 +0000",Unknown,Woman arrested over death of infant whose body parts were found in sex shop freezer,"Police in Tokyo have arrested a 22-year-old woman who works at an adult entertainment establishment on suspicion of mutilating and abandoning the body of her newborn baby daughter, and leaving the body parts in the freezer of a large refrigerator in the waiting room at the establishment where she worked.

Police said Rei Obara, of no fixed address, told them she gave birth in the office at her workplace in Sumida Ward in March, TBS reported. She said the baby wasn’t moving or crying and that she fainted.

Police quoted Obara as saying, “When I woke up, the baby was discolored. I couldn't leave it like that, so I decided to cut it into pieces.""

She said that she dismembered the baby with a box cutter knife in her hotel room a few days later, and put the body parts in the freezer because ""I wanted to keep it close.”

Obara continued to work at the sex shop.

The incident came to light on Dec 6 when a male employee found the body parts while cleaning the refrigerator. The arms and legs were placed in food storage containers, and the head in a plastic bag.

Police said Obara’s fingerprints were on the plastic bag.

Regarding the undiscovered torso, Obara said, ""I threw it in the trash can in the waiting room.""

© Japan Today/NTV",https://japantoday.com/category/crime/woman-arrested-over-death-of-infant-whose-body-parts-were-found-in-sex-shop-freezer,Japan Today
2025-12-19 17:34:31,"Thu, 18 Dec 2025 21:39:05 +0000",Unknown,OASIS 21,"JapanToday
Sotokanda S Bldg. 4F
					5-2-1 Sotokanda
					Chiyoda-ku
					Tokyo 101-0021
					Japan
					Tel: +81 3 5829 5900
					Fax: +81 3 5829 5919
Email: editor@japantoday.com
©2025
GPlusMedia Inc.

People walk around at the OASIS 21 park situated on the roof of a shopping center in Nagoya.

Learn how to buy a home in Japan, including market trends, property buying procedures, and financing. The webinar will be held on January 16, 2026, from 6PM to 7PM (Japan Standard Time).

Experience advanced hybrid design combining spring support and foam layers for deep rest, made to suit Japan’s climate.

Enjoy an extra ¥3,000 OFF with code: EmmaToday

Use your Facebook account to login or register with JapanToday. By doing so, you will also receive an email inviting you to receive our news alerts.

Learn how to buy a home in Japan, including market trends, property buying procedures, and financing. The webinar will be held on January 16, 2026, from 6PM to 7PM (Japan Standard Time).

Fukui is a coastal prefecture easily accessible from Tokyo; away from crowds and tourists, but with plenty to do, see and taste.

A mix of what's trending on our other sites",https://japantoday.com/category/picture-of-the-day/oasis-21,Japan Today
2025-12-19 17:34:32,"Thu, 18 Dec 2025 21:42:15 +0000",Unknown,U.S. lawmakers rebuke China's 'coercion' of Japan amid spat over Taiwan,"A bipartisan group of U.S. senators have submitted a resolution condemning China for its use of ""economic, military and diplomatic coercion"" against Japan over Taiwan.

The resolution, introduced Wednesday by Pete Ricketts and Chris Coons, chairman and ranking member of the Senate Foreign Relations East Asia Subcommittee, respectively, also expressed ""unwavering support"" for the U.S.-Japan alliance.

The move came as China maintains its hard-line stance toward Japan in the wake of Prime Minister Sanae Takaichi's remarks in parliament last month. She suggested an attack on Taiwan could constitute an existential threat to Japan and thus prompt its defense forces to engage along with its alliance partner, the United States, under its right to collective self-defense.

China has been infuriated as it views Taiwan as its own territory and has not ruled out the use of force to bring the self-ruled island under its control.

The resolution cited China's actions since Takaichi's Nov. 7 remarks, which were made in response to a hypothetical question from an opposition lawmaker about a Taiwan contingency.

Such actions included China urging its citizens not to travel to Japan and sending coast guard vessels to waters near the Tokyo-controlled, Beijing-claimed Senkaku Islands.

""The United States will always stand strong with Japan,"" Ricketts, a Republican, said in a statement, noting that the decades-old alliance between the two countries has served as the cornerstone of regional peace, security and prosperity.

Tennessee Sen. Bill Hagerty, a Republican former ambassador to Tokyo, and New Hampshire Democratic Sen. Jeanne Shaheen co-sponsored the resolution, which also suggested that Takaichi's remarks did not deviate from previous statements from senior Japanese government officials.

U.S. President Donald Trump has not made his position public on the rising tensions between Japan and China.

Last week, White House spokeswoman Karoline Leavitt evaded answering whether the Trump administration is concerned about a potential conflict between the Asian countries.

Instead, Leavitt stressed that Trump has a good relationship with both Takaichi and Chinese President Xi Jinping.

© KYODO",https://japantoday.com/category/politics/u.s.-lawmakers-rebuke-china%27s-coercion-of-japan-amid-spat-over-taiwan,Japan Today
2025-12-19 17:34:33,"Thu, 18 Dec 2025 21:41:28 +0000",Unknown,49ers look to lock up playoff spot as Rivers tries to keep the Colts in the playoff discussion,"Indianapolis Colts quarterback Philip Rivers (17) throws during the second half of an NFL football game against the Seattle Seahawks, Sunday, Dec. 14, 2025, in Seattle. (AP Photo/Lindsey Wasson)

nfl

By MICHAEL MAROT

The Indianapolis Colts and San Francisco 49ers understand the stakes on Monday night.

Both find themselves in the throes of tense, tight division races where one more loss could eliminate them. Both are also trying to lock up playoff spots. And both face a daunting final three games against three potential playoff teams.

But these teams are hardly mirror images. While the 49ers may be playing their best ball of the season, the sliding Colts have fallen out of the AFC South lead and out of the playoff mix as they ask 44-year-old quarterback Philip Rivers to steady the ship. Rivers took his first snaps in five years last weekend and looked solid, though he expects to be better this week.

“I do think it's going to continue to improve, but the key is going to be winning along the way,” Rivers said Thursday, referring to his play. “As we know, there's not much use of getting better if we're not winning because it'll all be over Jan. 4 if we don't take care of business here.”

The sudden slide has left Indy (8-6) no margin for error.

Since starting 7-1, they've lost four straight and five of six, and starting quarterback Daniel Jones and right tackle Braden Smith to injuries. The backup quarterback, rookie Riley Leonard, was injured in relief of Jones in a Week 14 loss at Jacksonville and now the Colts could also be without left tackle Bernhard Raimann because of an elbow injury.

That's hardly the ideal way to enter such a crucial game — against the surging 49ers (10-4) who have won four straight and five of six to climb back into the playoff mix.

San Francisco can clinch its fifth playoff berth in seven years with a win Monday or a Detroit loss Sunday. San Francisco could also still be the NFC's top seed — if it leapfrogs two West Division rivals, the Los Angeles Rams (11-3) and Seattle Seahawks (11-3).

Quarterback Brock Purdy also appears to be rounding into form after returning from a toe injury. Over the last four games, he's thrown eight TD passes, run for one score and completed at least 70% of his throws three times while throwing three interceptions, all in the same game.

“Same old Brock. He’s being himself,” receiver Jauan Jennings said after last weekend's victory. ""Brock (is) carrying the team each and every week. We love having Brock out there as QB1. We're going to lay it on the line for him.”

The question is can Purdy be as productive Monday night — or will Rivers salvage the Colts' season with a win they desperately need to stay relevant in the postseason discussion?

“I respect him as much as any quarterback I’ve ever studied,"" 49ers coach Kyle Shanahan said, talking about Rivers. “What I admire the most is someone at that age to be able to come in there and want to play the right way, which is hanging in that pocket and taking some of those hits. That is something that gets very old fast to a lot of people. That’s why he made the decision and that’s why I think he’s giving them a good chance to win.”

These teams don't square off often, but there have been some unusual twists when they do play.

The last time they met, in 2021, the Colts won 30-18 at San Francisco in a driving rainstorm. The last time they met in Indianapolis, in 2017, then-vice president Mike Pence left after about a dozen 49ers players took a knee during the national anthem. And the last time the 49ers beat Indy, in 2001, then-Colts coach Jim Mora went on his infamous “playoffs” rant.

The 49ers have struggled against the run recently, in large part because of injuries to their front seven. San Francisco has given up more than 135 yards rushing in each of the past two games and has allowed teams to average 5.4 yards per carry over the last three.

Now they're facing the NFL’s leading rusher in Jonathan Taylor, who averages 103.1 yards per game and 5.3 yards per carry.

The Colts will have a new look when they don their “Indiana Nights” uniforms Monday.

They will wear black helmets with a blue horseshoe logo instead of the traditional white helmets The uniforms feature black trim around the numbers, sleeves and body with the franchise's alternate “C” logo that includes an outline of Indiana and two horizontal stripes across the shoulders. Team officials say the designs were inspired by the blue and black night skies seen across Indiana.

Purdy has shown off his legs recently, adding another element to the 49ers offense.

Purdy ran for four first downs last week and has nine first downs runs in the last three games. His 26-yard scramble last week was the team's longest run all season and the longest by a 49ers quarterback in nine years.

AP Pro Football Writer Josh Dubow in Santa Clara, California, contributed to this report.
",https://japantoday.com/category/sports/49ers-look-to-lock-up-playoff-spot-as-rivers-tries-to-keep-the-colts-in-the-playoff-discussion,Japan Today
2025-12-19 17:34:34,"Fri, 19 Dec 2025 00:05:47 +0000",Unknown,"Retired NASCAR driver Greg Biffle, family among 7 killed in North Carolina plane crash","FILE - Greg Biffle celebrates in victory lane after winning the NASCAR Sprint Cup Series auto race at Kansas Speedway on Sunday, Oct. 3, 2010, in Kansas City, Kan. (AP Photo/Orlin Wagner, File)

By ALLEN G. BREED and GARY D. ROBERTSON

A business jet crashed Thursday while trying to return to a North Carolina airport shortly after takeoff, killing all seven people aboard, including retired NASCAR driver Greg Biffle and his family, authorities said.

The Cessna C550 erupted into a large fire when it hit the ground. It had departed Statesville Regional Airport, about 45 miles (72 kilometers) north of Charlotte, but soon crashed while trying to return and land, the North Carolina State Highway Patrol said.

Flight records show the plane was registered to a company run by Biffle. The cause of the crash wasn't immediately known, nor was the reason for the plane's return to the airport in drizzle and cloudy conditions.

Biffle was on the plane with his wife, Cristina, and children Ryder and Emma, according to the highway patrol and a family statement. Others on the plane were identified as Dennis Dutton, his son Jack, and Craig Wadsworth.

“Each of them meant everything to us, and their absence leaves an immeasurable void in our lives,” the joint family statement said.

Biffle, 55, won more than 50 races across NASCAR’s three circuits, including 19 at the Cup Series level. He also won the Trucks Series championship in 2000 and the Xfinity Series title in 2002.

NASCAR said it was devastated by the news.

“Greg was more than a champion driver; he was a beloved member of the NASCAR community, a fierce competitor, and a friend to so many,” NASCAR said. “His passion for racing, his integrity, and his commitment to fans and fellow competitors alike made a lasting impact on the sport.”

The plane, bound for Florida, took off from the Statesville airport shortly after 10 a.m., according to tracking data posted by FlightAware.com.

Golfers playing next to the airport were shocked as they witnessed the disaster, even dropping to the ground at the Lakewood Golf Club while the plane was overhead. The ninth hole was covered with debris.

“We were like, ‘Oh my gosh! That’s way too low,’” said Joshua Green of Mooresville. “It was scary.”

The National Transportation Safety Board and the Federal Aviation Administration were investigating.

The Cessna plane, built in 1981, is a popular mid-sized business jet with an excellent reputation, aviation safety expert Jeff Guzzetti said. It has two engines and typically seats six to eight passengers.

In 2024, Biffle was honored for his humanitarian efforts after Hurricane Helene struck the U.S., even using his personal helicopter to deliver aid to flooded, remote western North Carolina.

“The last time I spoke with Cristina, just a couple of weeks ago, she reached out to ask how she could help with relief efforts in Jamaica. That’s who the Biffles were,"" U.S. Rep. Richard Hudson, a Republican from North Carolina, said.

Wadsworth was Biffle's friend and helped him with odd jobs, including delivering supplies to places hit by Hurricane Helene, roommate Benito Howell said.

“He didn’t know how to say no,” Howell said of Wadsworth, who had worked for several NASCAR teams. “He loved everybody. He always tried to help everybody.”

With 2025 almost over, there have been 1,331 U.S. crashes this year investigated by the NTSB, from two-seat planes to commercial aircraft, compared to a total of 1,482 in 2024.

Major air disasters around the world in 2025 include the plane-helicopter collision that killed 67 in Washington, the Air India crash that killed 260 in India, and a crash in Russia’s Far East that claimed 48 lives. Fourteen people, including 11 on the ground, died in a UPS cargo plane crash in Kentucky.
",https://japantoday.com/category/sports/a-business-jet-crashed-while-landing-at-an-airport-in-north-carolina-erupting-in-a-large-fire,Japan Today
2025-12-19 17:34:35,"Fri, 19 Dec 2025 07:04:34 +0000",Unknown,Japan needs to possess nuclear weapons: PM office source,"A source within Japan's prime minister's office said Thursday that the country needs nuclear weapons, remarks that deviate from the country's long-standing non-nuclear principles and could trigger backlash at home and abroad.

""I think we should possess nuclear weapons,"" said the source, who is involved in devising security policy under the government led by Prime Minister Sanae Takaichi, while also indicating that such a move is unrealistic.

The remarks came as Takaichi, known for her hawkish security views, is considering reviewing Japan's non-nuclear principles, long upheld given the country's status as the only nation to have suffered atomic bombings.

During the exchanges with reporters, the source was asked about the idea of possessing nuclear arms.

Acknowledging the necessity of the destructive weapons, the source said, ""In the end, we can only rely on ourselves.""

The individual, however, also said, ""It isn't something that can be done quickly, like just going to a convenience store to buy something.""

Government sources earlier said that Takaichi, who also heads the ruling Liberal Democratic Party, is considering reviewing the Three Non-Nuclear Principles, which prohibit possessing, producing, or permitting the introduction of nuclear arms.

The Three Non-Nuclear Principles were first declared in the Diet by then Japanese Prime Minister Eisaku Sato in 1967 and became viewed as a national credo. Sato won the Nobel Peace Prize in 1974 for the declaration and his contributions to peace.

Seeking to alter its basic nuclear policy remains controversial in Japan, with many in the public cherishing the pacifist postwar Constitution. It also runs counter to the government's efforts to pursue a world without nuclear weapons, an ardent wish of aging atomic bomb survivors in Japan.

At the same time, however, Japan has relied on U.S. nuclear deterrence for protection, which some critics say already contradicts the non-nuclear principles.

The prime minister's office source denied having a discussion with Takaichi about reviewing the non-nuclear principles.

In 1999, then Parliamentary Vice Defense Minister Shingo Nishimura, a member of the now-defunct Liberal Party, was sacked after coming under fire for suggesting that Japan consider arming itself with nuclear weapons.

© KYODO",https://japantoday.com/category/politics/update1-japan-needs-to-possess-nuclear-weapons-pm-office-source,Japan Today
2025-12-19 17:34:36,"Thu, 18 Dec 2025 21:44:15 +0000",Unknown,Bank of England cuts interest rate after UK inflation slides,"The BoE's widely expected reduction followed a regular policy meeting and came ahead of the European Central Bank's rate decision Thursday

By Alexandra BACON

The Bank of England cut its key interest rate to 3.75 percent on Thursday after UK inflation eased faster than expected and as the economy weakens.

""We've passed the recent peak in inflation and it has continued to fall, so we have cut interest rates,"" BOE governor Andrew Bailey said.

The widely expected quarter-point reduction followed a regular policy meeting and came ahead of the European Central Bank's rate decision Thursday.

Expectations for the reduction were cemented by official data Wednesday showing Britain's annual inflation rate had slowed more than expected to 3.2 percent in November.

Analysts forecast the BOE to cut borrowing costs further next year with UK inflation set to move closer to the central bank's two-percent target.

Thursday's decision marks the sixth reduction since the BOE began a trimming cycle in August 2024, one month after Britain's Labour party won a general election.

In a close result, policymakers including Bailey voted 5-4 for a cut Thursday. Four members of the Monetary Policy Committee voted to hold borrowing costs at 4.0 percent.

""We still think rates are on a gradual path downward,"" Bailey said. ""But with every cut we make, how much further we go becomes a closer call.""

The central bank last cut its key interest rate in August amid concerns over the impact of U.S. tariffs on the UK economy.

A cut to interest rates eases pressure on Prime Minister Keir Starmer, who has struggled to revive Britain's sluggish economy since Labour came to power in July 2024.

""Inflation is coming down and looks to be supportive to future rate cuts,"" said Lindsay James, investment strategist at Quilter.

""With economic growth also in the doldrums, and showing no sign of improvement in 2026, there will be a huge amount of pressure on the Bank of England to help stimulate some sort of economic activity,"" she added.

Finance minister Rachel Reeves welcomed the rate cut but acknowledged in a statement that ""there's more to do to help families with the cost of living"".

Reeves raised taxes on businesses in her inaugural budget last year -- a decision widely blamed for causing weak UK economic growth and rising unemployment.

She returned in her November budget with fresh tax hikes to bring down government debt, this time hitting workers.

While a cut to the interest rate can help individuals and businesses taking out loans, it reduces returns on savings deposited in banks.

Britain's retail banks tend to mirror changes to BOE monetary policy on their accounts, including for mortgages.

Elsewhere, the ECB is set to hold interest rates steady Thursday for a fourth meeting in a row as eurozone inflation remains in check.

With the hold likely a done deal, investors will be paying close attention to ECB President Christine Lagarde's press conference for any hints on the path forward after Governing Council members gave conflicting signals.

Friday will likely see the Bank of Japan hike its key rate to a 30-year high as the country's inflation stays high and after BoJ governor Kazuo Ueda said the impact of U.S. tariffs was less than feared.

© 2025 AFP",https://japantoday.com/category/business/bank-of-england-cuts-interest-rate-after-uk-inflation-slides,Japan Today
2025-12-19 17:34:37,"Fri, 19 Dec 2025 07:04:15 +0000",Unknown,Japan eyes adding Japanese proficiency to permanent residency requirements,"Japan is considering adding Japanese language proficiency to the requirements for permanent residency, sources close to the matter said Thursday, in anticipation of a rise in future applicants.

The idea is expected to be included in proposals for new requirements to be compiled by a ruling Liberal Democratic Party panel by April 2027, when an amendment to the Immigration Control and Refugee Recognition Act comes into effect.

The revised law also allows for permanent residency to be revoked if the holder intentionally neglects public obligations, such as paying taxes.

According to the Immigration Services Agency, the number of foreign residents in Japan stood at a record 3.96 million as of the end of June, with permanent residents comprising the largest group at around 930,000, or 23.6 percent, of the total.

Currently, a foreigner applying for permanent residency must have resided in Japan for at least 10 years and provide evidence of having the means to support themselves, among other requirements.

Given an expected increase in permanent residents in the future, additional requirements such as Japanese language proficiency and mandatory participation in programs that teach community rules, as well as raising the required minimum income have been discussed.

Stricter rules for part-time work by international students are also being reviewed to prevent them from working more hours than permitted. Currently, students may work up to 28 hours per week in jobs outside their designated status if granted permission by immigration authorities.

The government is considering shifting to a screening process that evaluates academic performance and other factors when giving permission to work, rather than granting permission upon arrival in Japan.

Meanwhile, the number of cases of foreigners holding the visa status for engineers, specialists in humanities and international services, being dispatched to engage in unskilled labor -- which is not allowed under the residency status -- has prompted the government to consider enforcing more stringent monitoring by staffing agencies and other employers.

© KYODO",https://japantoday.com/category/national/japan-eyes-adding-japanese-proficiency-to-permanent-residency-requirements,Japan Today
2025-12-19 17:34:38,"Thu, 18 Dec 2025 21:41:40 +0000",Unknown,England vow to keep 'fighting and scrapping' as Ashes slip away,"cricket

Bowling coach Marcus Trescothick said England would keep ""fighting and scrapping"" as the Ashes slipped from their grip Thursday, while paying tribute to a dehydrated Ben Stokes.

Only a stirring fightback can seemingly save the tourists, who need a win in the third test against Australia in Adelaide to keep the series alive.

They trail by 158 with two wickets in hand after reaching stumps on day two at 213-8 in reply to Australia's 371

Trescothick said it was disappointing they were unable to make more of an impact on a flat track perfect for batting.

""We are behind the game again in the situation we currently stand,"" he said. ""But another 10-11 overs 'til the new ball tomorrow to try and score as many runs as we can and obviously then see what happens from there on in.

""But we're disappointed, of course. I think we're still fighting, we're still scrapping away in terms of what we're trying to do.

""I thought Australia bowled well and didn't make it easy for us, and credit to them for that,"" he added. ""But we've just got to keep digging in and keep scrapping away and see what we can do.""

He admitted the batsmen were ""frustrated"" at not being able to make more of an impact, with Stokes' unbeaten 45 the top score.

""I think you're always disappointed when you don't succeed and don't get the volume of runs that you wanted to and that's probably something we haven't done as much as what we have done in other series, so far.

""The opportunity is there for someone to still do it. Ben scrapped hard today and it's up to everybody else to put their hands up and keep doing the work.""

Stokes was at his dogged best, facing 151 balls as temperatures touched 40 Celsius.

Trescothick called it a classic Stokes knock.

""He's obviously tired and a bit dehydrated more than anything else,"" he said. ""I think he found it hard getting the volume of carbohydrate drink into him, because he was sweating so quickly.

""He was feeling a bit ill and cramping for most of that last session, but it's kind of what he does and it's almost sort of his focus is at it's best when he's in that sort of frame of mind.""

© 2025 AFP",https://japantoday.com/category/sports/england-vow-to-keep-%27fighting-and-scrapping%27-as-ashes-slip-away,Japan Today
2025-12-19 17:34:39,"Thu, 18 Dec 2025 12:02:31 +0000",Unknown,Prosecutors demand life sentence for Abe's accused killer,"Prosecutors on Thursday sought life imprisonment for the man standing trial over the ""unprecedented"" fatal shooting of former Japanese Prime Minister Shinzo Abe in 2022 that shed light on the controversial Unification Church and its links to politicians.

Tetsuya Yamagami admitted to murdering Abe during his trial at the Nara District Court, saying he held a grudge against the church because of the financial ruin his family suffered due to his mother's large donations to the religious group. The ruling will be handed down on Jan. 21.

""Killing a former prime minister in the public eye is an unprecedented crime in our country's postwar history,"" prosecutors said in their closing arguments against the 45-year-old defendant. ""There is no room for leniency,"" they added.

Yamagami is accused of fatally shooting Abe with a handmade firearm during an election stump speech by the former prime minister in the western Japan city of Nara on July 8, 2022.

While Yamagami's upbringing is undeniably unfortunate, it had no bearing on his actions, the prosecutors said, adding that he was an adult who could ""distinguish between right and wrong.""

Asked by Presiding Judge Shinichi Tanaka whether he wished to make a closing statement, Yamagami shook his head twice and said he had ""nothing.""

His defense counsel, meanwhile, said in their closing arguments that Yamagami's prison term should be ""a maximum of 20 years,"" because his motivation for the crime was directly linked to his tragic upbringing.

Arguing for a shorter sentence than sought by the prosecution, the defense team said Yamagami, who would be in his 60s after serving his term, should contribute to society as a victim of harm caused by a religious group.

In the trial under the lay judge system, Yamagami said earlier he initially targeted Unification Church leader Han Hak Ja. He said he later shifted his focus to Abe after the coronavirus pandemic made it difficult for Han to visit Japan and because Abe had sent a video message to an event hosted by a group closely associated with the church.

He said he believed Abe, who was 67 when shot, was ""at the center of the Unification Church's political involvement"" in Japan. Abe had remained an influential political figure even after his resignation in 2020.

The prosecution said there was a ""leap in logic"" in his switching of target to Abe and that his action was ""extremely short-sighted and showed a blatant disregard for human life.""

Yamagami's defense counsel said he resented the church because his mother had donated 100 million yen ($640,000) to it, forcing his family into bankruptcy, something that should be considered in mitigation of his sentence.

It was revealed during the trial that Yamagami's mother joined the religious group in 1991 after her husband died by suicide in 1984. The defendant also attempted to kill himself in 2005, and his older brother, resentful of their mother's large donations, took his own life in 2015.

Ahead of the prosecutors' closing remarks, a lawyer representing Akie Abe, Abe's widow, read out her statement on her behalf. ""The sudden death of my husband was way too shocking, and my mind went completely blank,"" she wrote.

""I felt as if I was in a dream for a considerably long time. I request that the defendant properly atone for his crimes.""

Akie Abe did not appear in court on Thursday.

As Yamagami's motivations became clear following his arrest, scrutiny of links between lawmakers of the ruling Liberal Democratic Party and the church grew, with some reportedly having received support during election campaigns.

It also led to a government probe into the Unification Church over its solicitation of financially ruinous donations from members. Following a request from the central government, the Tokyo District Court in March issued an order for the church to be dissolved, stripping it of tax benefits as a religious corporation.

A law was enacted to regulate manipulative fundraising tactics by organizations, with the suffering of children of Unification Church members, referred to as ""second-generation"" followers, also drawing public attention.

© KYODO",https://japantoday.com/category/crime/update1-prosecutors-demand-life-sentence-for-shooter-of-ex-japan-prime-minister-abe,Japan Today
